acceptance_rate,accepted_correct,accepted_incorrect,accepted_range_coverage,accepted_rounds,accepted_series_fraction,accepted_series_macro_coverage,accepted_source_fraction,accepted_source_macro_coverage,correct_acceptance_rate,fold,incorrect_acceptance_rate,method,overall_range_coverage,positive_rounds,rejected_range_coverage,rejected_rounds,rounds,target
0.8152610441767069,181,22,0.8916256157635468,203,0.9098360655737705,0.8840840840840841,0.9577464788732394,0.856454248366013,0.7269076305220884,5,0.08835341365461848,histgb_sourcebalanced_full,0.8313253012048193,207,0.5652173913043478,46,249,accept_0.80
0.832,188,20,0.9038461538461539,208,0.8512396694214877,0.8956310679611651,0.9154929577464789,0.8780885780885781,0.752,1,0.08,histgb_sourcebalanced_full,0.848,212,0.5714285714285714,42,250,accept_0.85
0.884,185,36,0.8371040723981901,221,0.9338842975206612,0.7942477876106194,0.971830985915493,0.7906832298136646,0.74,2,0.144,histgb_sourcebalanced_full,0.792,198,0.4482758620689655,29,250,accept_0.85
0.82,181,24,0.8829268292682927,205,0.8925619834710744,0.8766975308641975,0.9577464788732394,0.8480392156862745,0.724,3,0.096,histgb_sourcebalanced_full,0.816,204,0.5111111111111111,45,250,accept_0.85
0.864,188,28,0.8703703703703703,216,0.9024390243902439,0.8555555555555555,0.9305555555555556,0.8290334044065387,0.752,4,0.112,histgb_sourcebalanced_full,0.824,206,0.5294117647058824,34,250,accept_0.85
0.8514056224899599,188,24,0.8867924528301887,212,0.9180327868852459,0.8806547619047619,0.9577464788732394,0.8521475256769374,0.7550200803212851,5,0.0963855421686747,histgb_sourcebalanced_full,0.8313253012048193,207,0.5135135135135135,37,249,accept_0.85
0.908,200,27,0.8810572687224669,227,0.9090909090909091,0.8810606060606061,0.9436619718309859,0.8652742779608451,0.8,1,0.108,histgb_sourcebalanced_full,0.848,212,0.5217391304347826,23,250,accept_0.90
0.94,191,44,0.8127659574468085,235,0.9752066115702479,0.7628531073446327,0.9859154929577465,0.7605102040816326,0.764,2,0.176,histgb_sourcebalanced_full,0.792,198,0.4666666666666667,15,250,accept_0.90
0.844,184,27,0.8720379146919431,211,0.9008264462809917,0.8701834862385321,0.9577464788732394,0.8377450980392157,0.736,3,0.108,histgb_sourcebalanced_full,0.816,204,0.5128205128205128,39,250,accept_0.90
0.912,195,33,0.8552631578947368,228,0.9186991869918699,0.8442477876106195,0.9444444444444444,0.8082633053221289,0.78,4,0.132,histgb_sourcebalanced_full,0.824,206,0.5,22,250,accept_0.90
0.8995983935742972,195,29,0.8705357142857143,224,0.9344262295081968,0.8681286549707602,0.971830985915493,0.8309408787669658,0.7831325301204819,5,0.11646586345381527,histgb_sourcebalanced_full,0.8313253012048193,207,0.48,25,249,accept_0.90
0.708,165,12,0.9322033898305084,177,0.7768595041322314,0.9166666666666666,0.8450704225352113,0.9095959595959596,0.66,1,0.048,lightgbm_sourcebalanced_full,0.848,212,0.6438356164383562,73,250,accept_0.70
0.724,158,23,0.8729281767955801,181,0.8347107438016529,0.8346534653465346,0.9295774647887324,0.8292929292929293,0.632,2,0.092,lightgbm_sourcebalanced_full,0.792,198,0.5797101449275363,69,250,accept_0.70
0.672,155,13,0.9226190476190477,168,0.7520661157024794,0.9062271062271062,0.8873239436619719,0.8783068783068783,0.62,3,0.052,lightgbm_sourcebalanced_full,0.816,204,0.5975609756097561,82,250,accept_0.70
0.7,162,13,0.9257142857142857,175,0.8048780487804879,0.9267676767676768,0.8194444444444444,0.9191283292978208,0.648,4,0.052,lightgbm_sourcebalanced_full,0.824,206,0.5866666666666667,75,250,accept_0.70
0.6987951807228916,158,16,0.9080459770114943,174,0.8360655737704918,0.9081699346405229,0.9154929577464789,0.8802564102564102,0.6345381526104418,5,0.0642570281124498,lightgbm_sourcebalanced_full,0.8313253012048193,207,0.6533333333333333,75,249,accept_0.70
0.752,173,15,0.9202127659574468,188,0.8016528925619835,0.9054982817869416,0.8732394366197183,0.8936950146627566,0.692,1,0.06,lightgbm_sourcebalanced_full,0.848,212,0.6290322580645161,62,250,accept_0.75
0.796,168,31,0.8442211055276382,199,0.8760330578512396,0.8061320754716981,0.9436619718309859,0.8018479033404406,0.672,2,0.124,lightgbm_sourcebalanced_full,0.792,198,0.5882352941176471,51,250,accept_0.75
0.7,159,16,0.9085714285714286,175,0.7768595041322314,0.8929078014184397,0.9154929577464789,0.8615384615384616,0.636,3,0.064,lightgbm_sourcebalanced_full,0.816,204,0.6,75,250,accept_0.75
0.752,170,18,0.9042553191489362,188,0.8292682926829268,0.8995098039215687,0.8611111111111112,0.8827188940092165,0.68,4,0.072,lightgbm_sourcebalanced_full,0.824,206,0.5806451612903226,62,250,accept_0.75
0.751004016064257,169,18,0.9037433155080213,187,0.8852459016393442,0.894753086419753,0.9436619718309859,0.8614427860696517,0.678714859437751,5,0.07228915662650602,lightgbm_sourcebalanced_full,0.8313253012048193,207,0.6129032258064516,62,249,accept_0.75
0.792,180,18,0.9090909090909091,198,0.8429752066115702,0.8978758169934641,0.9154929577464789,0.8801398601398601,0.72,1,0.072,lightgbm_sourcebalanced_full,0.848,212,0.6153846153846154,52,250,accept_0.80
0.832,174,34,0.8365384615384616,208,0.8925619834710744,0.8027777777777778,0.9577464788732394,0.8042717086834734,0.696,2,0.136,lightgbm_sourcebalanced_full,0.792,198,0.5714285714285714,42,250,accept_0.80
0.752,168,20,0.8936170212765957,188,0.8264462809917356,0.8843333333333333,0.9436619718309859,0.8557213930348259,0.672,3,0.08,lightgbm_sourcebalanced_full,0.816,204,0.5806451612903226,62,250,accept_0.80
0.812,180,23,0.8866995073891626,203,0.8617886178861789,0.8842767295597485,0.8888888888888888,0.8702380952380953,0.72,4,0.092,lightgbm_sourcebalanced_full,0.824,206,0.5531914893617021,47,250,accept_0.80
0.8152610441767069,184,19,0.9064039408866995,203,0.9180327868852459,0.8895833333333333,0.9577464788732394,0.8607843137254902,0.7389558232931727,5,0.07630522088353414,lightgbm_sourcebalanced_full,0.8313253012048193,207,0.5,46,249,accept_0.80
0.844,189,22,0.8957345971563981,211,0.8760330578512396,0.889937106918239,0.9295774647887324,0.8716023875114784,0.756,1,0.088,lightgbm_sourcebalanced_full,0.848,212,0.5897435897435898,39,250,accept_0.85
0.86,179,36,0.8325581395348837,215,0.9256198347107438,0.7964285714285714,0.9577464788732394,0.7969187675070029,0.716,2,0.144,lightgbm_sourcebalanced_full,0.792,198,0.5428571428571428,35,250,accept_0.85
0.808,181,21,0.8960396039603961,202,0.8925619834710744,0.8882716049382716,0.9577464788732394,0.8561274509803921,0.724,3,0.084,lightgbm_sourcebalanced_full,0.816,204,0.4791666666666667,48,250,accept_0.85
0.884,194,27,0.8778280542986425,221,0.9024390243902439,0.8677177177177177,0.9166666666666666,0.8433621933621933,0.776,4,0.108,lightgbm_sourcebalanced_full,0.824,206,0.41379310344827586,29,250,accept_0.85
0.8554216867469879,191,22,0.8967136150234741,213,0.9180327868852459,0.8866071428571428,0.9577464788732394,0.8599089635854342,0.7670682730923695,5,0.08835341365461848,lightgbm_sourcebalanced_full,0.8313253012048193,207,0.4444444444444444,36,249,accept_0.85
0.884,198,23,0.8959276018099548,221,0.8925619834710744,0.8939814814814815,0.9436619718309859,0.8759707953737804,0.792,1,0.092,lightgbm_sourcebalanced_full,0.848,212,0.4827586206896552,29,250,accept_0.90
0.932,189,44,0.8111587982832618,233,0.9752066115702479,0.7586158192090395,1.0,0.750972501676727,0.756,2,0.176,lightgbm_sourcebalanced_full,0.792,198,0.5294117647058824,17,250,accept_0.90
0.852,187,26,0.8779342723004695,213,0.9173553719008265,0.8732732732732733,0.971830985915493,0.8442028985507246,0.748,3,0.104,lightgbm_sourcebalanced_full,0.816,204,0.4594594594594595,37,250,accept_0.90
0.928,197,35,0.8491379310344828,232,0.943089430894309,0.8353448275862069,0.9583333333333334,0.8037957211870256,0.788,4,0.14,lightgbm_sourcebalanced_full,0.824,206,0.5,18,250,accept_0.90
0.9076305220883534,200,26,0.8849557522123894,226,0.9426229508196722,0.8736231884057971,0.971830985915493,0.8385898320680929,0.8032128514056225,5,0.10441767068273092,lightgbm_sourcebalanced_full,0.8313253012048193,207,0.30434782608695654,23,249,accept_0.90
0.716,163,16,0.9106145251396648,179,0.8016528925619835,0.8934707903780069,0.8591549295774648,0.8743169398907104,0.652,1,0.064,exact_score_rethreshold,0.848,212,0.6901408450704225,71,250,accept_0.70
0.704,153,23,0.8693181818181818,176,0.7768595041322314,0.8457446808510638,0.8732394366197183,0.8391705069124424,0.612,2,0.092,exact_score_rethreshold,0.792,198,0.6081081081081081,74,250,accept_0.70
0.696,160,14,0.9195402298850575,174,0.7603305785123967,0.9240942028985507,0.8591549295774648,0.9043715846994536,0.64,3,0.056,exact_score_rethreshold,0.816,204,0.5789473684210527,76,250,accept_0.70
0.68,155,15,0.9117647058823529,170,0.7398373983739838,0.915018315018315,0.8055555555555556,0.899055829228243,0.62,4,0.06,exact_score_rethreshold,0.824,206,0.6375,80,250,accept_0.70
0.7068273092369478,160,16,0.9090909090909091,176,0.819672131147541,0.8941666666666667,0.9014084507042254,0.8666666666666667,0.642570281124498,5,0.0642570281124498,exact_score_rethreshold,0.8313253012048193,207,0.6438356164383562,73,249,accept_0.70
0.756,169,20,0.8941798941798942,189,0.8264462809917356,0.8838333333333334,0.8873239436619719,0.8707671957671957,0.676,1,0.08,exact_score_rethreshold,0.848,212,0.7049180327868853,61,250,accept_0.75
0.752,161,27,0.8563829787234043,188,0.8264462809917356,0.8216666666666667,0.9295774647887324,0.8135642135642136,0.644,2,0.108,exact_score_rethreshold,0.792,198,0.5967741935483871,62,250,accept_0.75
0.748,170,17,0.9090909090909091,187,0.8181818181818182,0.9144781144781144,0.9014084507042254,0.88828125,0.68,3,0.068,exact_score_rethreshold,0.816,204,0.5396825396825397,63,250,accept_0.75
0.724,164,17,0.9060773480662984,181,0.7804878048780488,0.9038194444444444,0.8333333333333334,0.8774206349206349,0.656,4,0.068,exact_score_rethreshold,0.824,206,0.6086956521739131,69,250,accept_0.75
0.7710843373493976,174,18,0.90625,192,0.8770491803278688,0.8886292834890965,0.9436619718309859,0.8626865671641791,0.6987951807228916,5,0.07228915662650602,exact_score_rethreshold,0.8313253012048193,207,0.5789473684210527,57,249,accept_0.75
0.812,181,22,0.8916256157635468,203,0.8677685950413223,0.8844444444444445,0.9014084507042254,0.8682291666666667,0.724,1,0.088,exact_score_rethreshold,0.848,212,0.6595744680851063,47,250,accept_0.80
0.804,171,30,0.8507462686567164,201,0.8512396694214877,0.8098705501618123,0.9436619718309859,0.7976901208244492,0.684,2,0.12,exact_score_rethreshold,0.792,198,0.5510204081632653,49,250,accept_0.80
0.796,177,22,0.8894472361809045,199,0.8677685950413223,0.8987301587301587,0.9577464788732394,0.8615546218487395,0.708,3,0.088,exact_score_rethreshold,0.816,204,0.5294117647058824,51,250,accept_0.80
0.784,172,24,0.8775510204081632,196,0.8373983739837398,0.876051779935275,0.875,0.8435752078609221,0.688,4,0.096,exact_score_rethreshold,0.824,206,0.6296296296296297,54,250,accept_0.80
0.8072289156626506,181,20,0.900497512437811,201,0.9016393442622951,0.8856060606060606,0.9577464788732394,0.8580882352941176,0.7269076305220884,5,0.08032128514056225,exact_score_rethreshold,0.8313253012048193,207,0.5416666666666666,48,249,accept_0.80
0.876,194,25,0.8858447488584474,219,0.9173553719008265,0.8815315315315315,0.9436619718309859,0.8675130839309944,0.776,1,0.1,exact_score_rethreshold,0.848,212,0.5806451612903226,31,250,accept_0.85
0.856,180,34,0.8411214953271028,214,0.9173553719008265,0.7924924924924925,0.971830985915493,0.7849551414768806,0.72,2,0.136,exact_score_rethreshold,0.792,198,0.5,36,250,accept_0.85
0.836,185,24,0.8851674641148325,209,0.9008264462809917,0.8840978593272171,0.971830985915493,0.8418219461697722,0.74,3,0.096,exact_score_rethreshold,0.816,204,0.4634146341463415,41,250,accept_0.85
0.836,180,29,0.861244019138756,209,0.8861788617886179,0.8599388379204893,0.9166666666666666,0.8418470418470418,0.72,4,0.116,exact_score_rethreshold,0.824,206,0.6341463414634146,41,250,accept_0.85
0.8473895582329317,189,22,0.8957345971563981,211,0.9344262295081968,0.8742690058479532,0.971830985915493,0.8427536231884057,0.7590361445783133,5,0.08835341365461848,exact_score_rethreshold,0.8313253012048193,207,0.47368421052631576,38,249,accept_0.85
0.912,200,28,0.8771929824561403,228,0.9421487603305785,0.8713450292397661,0.9436619718309859,0.8552884926019254,0.8,1,0.112,exact_score_rethreshold,0.848,212,0.5454545454545454,22,250,accept_0.90
0.908,188,39,0.8281938325991189,227,0.9586776859504132,0.7798850574712644,0.9859154929577465,0.7817006802721088,0.752,2,0.156,exact_score_rethreshold,0.792,198,0.43478260869565216,23,250,accept_0.90
0.884,190,31,0.8597285067873304,221,0.9338842975206612,0.8569321533923304,0.971830985915493,0.8186335403726708,0.76,3,0.124,exact_score_rethreshold,0.816,204,0.4827586206896552,29,250,accept_0.90
0.892,190,33,0.852017937219731,223,0.943089430894309,0.8382183908045977,0.9722222222222222,0.8135034013605442,0.76,4,0.132,exact_score_rethreshold,0.824,206,0.5925925925925926,27,250,accept_0.90
0.9076305220883534,197,29,0.8716814159292036,226,0.9672131147540983,0.8559322033898306,0.9859154929577465,0.8124603174603174,0.7911646586345381,5,0.11646586345381527,exact_score_rethreshold,0.8313253012048193,207,0.43478260869565216,23,249,accept_0.90
0.728,163,19,0.8956043956043956,182,0.8181818181818182,0.8796296296296297,0.8732394366197183,0.8666666666666667,0.652,1,0.076,old_exact_gate,0.848,212,0.7205882352941176,68,250,frozen_threshold
0.728,156,26,0.8571428571428571,182,0.8181818181818182,0.8232323232323232,0.9154929577464789,0.8106959706959707,0.624,2,0.104,old_exact_gate,0.792,198,0.6176470588235294,68,250,frozen_threshold
0.728,165,17,0.9065934065934066,182,0.7851239669421488,0.9203508771929825,0.8873239436619719,0.8978835978835978,0.66,3,0.068,old_exact_gate,0.816,204,0.5735294117647058,68,250,frozen_threshold
0.7,156,19,0.8914285714285715,175,0.7560975609756098,0.9007168458781362,0.8194444444444444,0.8711057304277643,0.624,4,0.076,old_exact_gate,0.824,206,0.6666666666666666,75,250,frozen_threshold
0.7269076305220884,165,16,0.9116022099447514,181,0.8360655737704918,0.9011437908496732,0.9014084507042254,0.8744791666666667,0.6626506024096386,5,0.0642570281124498,old_exact_gate,0.8313253012048193,207,0.6176470588235294,68,249,frozen_threshold
